sample_alias	experiment_id	experiment_name	sample_id	experiment_type	access_status	studies	publications	platform	instrument_model	protocol_label	library_strategy	library_source	library_selection	library_layout	insert_size	read_length	filepath	sample_alias	replicate
178713055-SUPRA-178	8145	178713055-supragingivalplaque2	6307	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		178713055-SUPRA-178	0
508703490-TONG-0	8146	508703490-tonguedorsum1_SRS053854	6103	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		508703490-TONG-0	0
159551223-SUPRA-222	8147	159551223-supragingivalplaque2_SRS024355	4796	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159551223-SUPRA-222	0
604812005-BUCC-5	8148	604812005-buccalmucosa1_SRS043646	5230	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		604812005-BUCC-5	0
706846339-NASAL-0	8149	706846339-anteriornares1_SRS058213	6133	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		706846339-NASAL-0	0
650853796-SUPRA-0	8150	650853796-supragingivalplaque1	5188	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		650853796-SUPRA-0	0
763759525-ST-0	8151	763759525-stool1_SRS015190	5451	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763759525-ST-0	0
160765029-SUPRA-0	8152	160765029-supragingivalplaque1_SRS020862	5108	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160765029-SUPRA-0	0
686765762-TONG-110	8153	686765762-tonguedorsum3	5245	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		686765762-TONG-110	0
160380657-RAC_L-231	8154	160380657-lretroauricularcrease2	4974	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160380657-RAC_L-231	0
160178356-NASAL-261	8155	160178356-anteriornares2	4928	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160178356-NASAL-261	0
763982056-BUCC-338	8156	763982056-buccalmucosa3	5524	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-BUCC-338	0
765256553-ST-352	8157	765256553-stool3_SRS148196	5912	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765256553-ST-352	0
763901136-TONG-451	8158	763901136-tonguedorsum3	5487	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-TONG-451	0
765094712-SUPRA-196	8159	765094712-supragingivalplaque2_SRS045197	5838	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765094712-SUPRA-196	0
370027359-PTON-231	8160	370027359-palatinetonsils2	6111	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-PTON-231	0
234447334-BUCC-93	8161	234447334-buccalmucosa2	6406	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		234447334-BUCC-93	0
159814214-SUPRA-259	8162	159814214-supragingivalplaque2_SRS047113	4880	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159814214-SUPRA-259	0
159571453-ST-0	8163	159571453-stool1_SRS013800	4809	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159571453-ST-0	0
764042746-PTON-290	8164	764042746-palatinetonsils2_SRS063351	5556	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764042746-PTON-290	0
160178356-BUCC-0	8165	160178356-buccalmucosa1_SRS018359	4931	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160178356-BUCC-0	0
160218816-TONG-0	8166	160218816-tonguedorsum1_SRS018439	4939	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160218816-TONG-0	0
159753524-ST-0	8167	159753524-stool1_SRS016517	4864	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159753524-ST-0	0
763577454-TONG-0	8168	763577454-tonguedorsum1_SRS014470	5389	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-TONG-0	0
764366428-SUPRA-395	8169	764366428-supragingivalplaque3	5662	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764366428-SUPRA-395	0
159510762-SUPRA-329	8170	159510762-supragingivalplaque3_SRS064329	4784	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		95		159510762-SUPRA-329	0
823052294-NASAL-0	8171	823052294-anteriornares1_SRS046344	6189	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		823052294-NASAL-0	0
550534656-TONG-245	8172	550534656-tonguedorsum3	6180	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		550534656-TONG-245	0
159268001-SUPRA-357	8173	159268001-supragingivalplaque3	4719	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		159268001-SUPRA-357	0
765640925-ST-308	8174	765640925-stool2_SRS147652	6032	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765640925-ST-308	0
763860675-BUCC-0	8175	763860675-buccalmucosa1_SRS014890	5474	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763860675-BUCC-0	0
158883629-BUCC-404	8176	158883629-buccalmucosa3_SRS075406	4635	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-BUCC-404	0
550534656-NASAL-0	8177	550534656-anteriornares1_SRS056906	6169	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		550534656-NASAL-0	0
765094712-BUCC-1	8178	765094712-buccalmucosa1_SRS018569	5844	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765094712-BUCC-1	0
159591683-ST-236	8179	159591683-stool2_SRS024549	4823	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159591683-ST-236	0
765337473-TONG-0	8180	765337473-tonguedorsum1_SRS019327	5951	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-TONG-0	0
160158126-TONG-0	8181	160158126-tonguedorsum1_SRS018145	4915	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160158126-TONG-0	0
763395383-SUPRA-401	8182	763395383-supragingivalplaque3	5307	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763395383-SUPRA-401	0
160259276-TONG-0	8183	SRS018501	4941	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160259276-TONG-0	0
763496533-PTON-168	8184	763496533-palatinetonsils2_SRS019126	5362	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763496533-PTON-168	0
764042746-ST-0	8185	764042746-stool1_SRS015369	5553	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764042746-ST-0	0
159814214-SUPRA-0	8186	159814214-supragingivalplaque1_SRS017227	4888	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159814214-SUPRA-0	0
765539774-BUCC-353	8187	765539774-buccalmucosa3	5989	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765539774-BUCC-353	0
159611913-SUPRA-229	8188	159611913-supragingivalplaque2_SRS024649	4831	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159611913-SUPRA-229	0
763982056-NASAL-338	8189	763982056-anteriornares3	5523	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-NASAL-338	0
763577454-TONG-36	8190	763577454-tonguedorsum2_SRS015057	5404	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-TONG-36	0
737052003-TONG-269	8191	737052003-tonguedorsum2	6062	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		737052003-TONG-269	0
160218816-ST-0	8192	160218816-stool1_SRS018427	4938	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160218816-ST-0	0
764811490-SUPRA-171	8193	764811490-supragingivalplaque2_SRS047100	5776	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764811490-SUPRA-171	0
103092734-SUB-135	8194	103092734-subgingivalplaque3	6419	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		103092734-SUB-135	0
764649650-BUCC-330	8195	764649650-buccalmucosa2	5747	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764649650-BUCC-330	0
763435843-TONG-84	8196	763435843-tonguedorsum2_SRS015797	5322	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763435843-TONG-84	0
763860675-ST-280	8197	763860675-stool2_SRS050925	5470	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763860675-ST-280	0
160643649-BUCC-0	8198	160643649-buccalmucosa1_SRS019976	5090	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160643649-BUCC-0	0
764305738-ST-0	8199	764305738-stool1_SRS015890	5636	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764305738-ST-0	0
159753524-ST-336	8200	159753524-stool3_SRS077753	4877	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		159753524-ST-336	0
809635352-SUPRA-0	8201	809635352-supragingivalplaque1_SRS022536	5179	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		809635352-SUPRA-0	0
159166850-SUPRA-252	8202	159166850-supragingivalplaque2	4675	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		159166850-SUPRA-252	0
160178356-RAC_L-296	8203	160178356-lretroauricularcrease3	4919	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160178356-RAC_L-296	0
160421117-TONG-226	8204	160421117-tonguedorsum2	5005	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		160421117-TONG-226	0
764083206-NASAL-0	8205	764083206-anteriornares1_SRS015430	5579	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764083206-NASAL-0	0
159227541-PFORN-254	8206	159227541-posteriorfornix2_SRS052756	4699	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		95		159227541-PFORN-254	0
764588959-NASAL-0	8207	764588959-anteriornares1_SRS016105	5734	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764588959-NASAL-0	0
686765762-SUPRA-110	8208	686765762-supragingivalplaque3	5248	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		686765762-SUPRA-110	0
160319967-NASAL-308	8209	160319967-anteriornares3	4948	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160319967-NASAL-308	0
765337473-TONG-336	8210	765337473-tonguedorsum3	5957	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-TONG-336	0
763536994-ST-7	8211	763536994-stool1_SRS014287	5338	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763536994-ST-7	0
765701615-TONG-1	8212	765701615-tonguedorsum1_SRS049389	6050	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765701615-TONG-1	0
763577454-MIDVAG-36	8213	763577454-midvagina2_SRS015072	5405	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-MIDVAG-36	0
764366428-BUCC-395	8214	764366428-buccalmucosa3	5663	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764366428-BUCC-395	0
686765762-BUCC-0	8215	686765762-buccalmucosa1_SRS042457	5243	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		686765762-BUCC-0	0
159591683-NASAL-236	8216	159591683-anteriornares2_SRS024567	4826	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159591683-NASAL-236	0
158479027-BUCC-205	8217	158479027-buccalmucosa2_SRS021473	4577	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158479027-BUCC-205	0
765135172-NASAL-0	8218	765135172-anteriornares1_SRS018784	5854	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765135172-NASAL-0	0
160502038-NASAL-390	8219	160502038-anteriornares3	5035	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160502038-NASAL-390	0
158822939-ST-0	8220	158822939-stool1_SRS012849	4619	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158822939-ST-0	0
763961826-BUCC-1	8221	763961826-buccalmucosa1_SRS014686	5542	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763961826-BUCC-1	0
370027359-TONG-287	8222	370027359-tonguedorsum3	6106	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-TONG-287	0
604812005-SUPRA-189	8223	604812005-supragingivalplaque3	5219	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		604812005-SUPRA-189	0
158458797-NASAL-0	8224	158458797-anteriornares1_SRS011105	4583	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158458797-NASAL-0	0
159753524-ST-336	8225	159753524-stool2_SRS077730	4877	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		95		159753524-ST-336	0
159551223-TONG-222	8226	159551223-tonguedorsum2_SRS024318	4795	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159551223-TONG-222	0
682102541-ST-162	8227	682102541-stool3_SRS146812	6401	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		682102541-ST-162	0
764285508-BUCC-0	8228	764285508-buccalmucosa1_SRS015540	5624	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764285508-BUCC-0	0
160603188-NASAL-0	8229	160603188-anteriornares1_SRS017820	5069	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160603188-NASAL-0	0
246515023-PFORN-266	8230	246515023-posteriorfornix3	5192	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		246515023-PFORN-266	0
763536994-TONG-373	8231	763536994-tonguedorsum3_SRS062544	5334	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763536994-TONG-373	0
857980665-NASAL-254	8232	857980665-anteriornares3	6204	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		857980665-NASAL-254	0
508703490-SUPRA-239	8233	508703490-supragingivalplaque2	6096	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		508703490-SUPRA-239	0
763577454-THRO-36	8234	763577454-throat2_SRS015062	5403	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-THRO-36	0
159207311-SUPRA-0	8235	159207311-supragingivalplaque1_SRS017304	4686	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159207311-SUPRA-0	0
763719065-PFORN-403	8236	763719065-posteriorfornix3	5442	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763719065-PFORN-403	0
765013792-PFORN-308	8237	765013792-posteriorfornix2	5804	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765013792-PFORN-308	0
159713063-TONG-219	8238	159713063-tonguedorsum2_SRS024375	4851	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159713063-TONG-219	0
158458797-TONG-0	8239	158458797-tonguedorsum1_SRS011086	4579	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158458797-TONG-0	0
763961826-ST-129	8240	763961826-stool2_SRS019030	5531	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763961826-ST-129	0
638754422-NASAL-287	8241	638754422-anteriornares3	5132	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		638754422-NASAL-287	0
160178356-ST-0	8242	160178356-stool1_SRS018351	4934	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160178356-ST-0	0
764002286-ST-35	8243	764002286-stool1_SRS015854	5548	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764002286-ST-35	0
158337416-ST-238	8244	158337416-stool2_SRS022071	4558	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158337416-ST-238	0
765074482-ST-0	8245	765074482-stool1_SRS016335	5827	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765074482-ST-0	0
158944319-ST-278	8246	158944319-stool2_SRS024265	4650	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		96		158944319-ST-278	0
763961826-BUCC-129	8247	763961826-buccalmucosa2_SRS019024	5538	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763961826-BUCC-129	0
159591683-SUPRA-0	8248	159591683-supragingivalplaque1_SRS013252	4817	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159591683-SUPRA-0	0
375450439-PFORN-139	8249	375450439-posteriorfornix3	6233	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		375450439-PFORN-139	0
763577454-GING-0	8250	763577454-attachedkeratinizedgingiva1_SRS014473	5390	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-GING-0	0
764325968-TONG-0	8251	764325968-tonguedorsum1_SRS015941	5628	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764325968-TONG-0	0
160400887-NASAL-0	8252	160400887-anteriornares1_SRS020232	4989	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160400887-NASAL-0	0
159369152-ST-0	8253	159369152-stool1_SRS013158	4750	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159369152-ST-0	0
763577454-BUCC-0	8254	763577454-buccalmucosa1_SRS014472	5392	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-BUCC-0	0
158337416-NASAL-0	8255	158337416-anteriornares1_SRS012291	4550	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158337416-NASAL-0	0
763982056-ST-184	8256	763982056-stool2_SRS050299	5519	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-ST-184	0
159207311-NASAL-231	8257	159207311-anteriornares2	4688	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159207311-NASAL-231	0
160481808-SUPRA-0	8258	160481808-supragingivalplaque1	5012	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160481808-SUPRA-0	0
765013792-SUPRA-0	8259	765013792-supragingivalplaque1_SRS018665	5806	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765013792-SUPRA-0	0
158802708-BUCC-399	8260	158802708-buccalmucosa3	4605	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		158802708-BUCC-399	0
