""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_09421"	"ASV_09421"	6429	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.42908815497899	10.6836414454437	4.88228015109296	0.0271337528325964	0.0999964177816663	1.56649013540269	"FALSE"	6238	51
"ASV_09420"	"ASV_09420"	23411	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.3194694181915	12.8980834048865	4.80420020516112	0.0283904418521877	0.103901130945159	1.54682784831692	"FALSE"	22536	125
"ASV_06818"	"ASV_06818"	1697	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.687700929986146	8.8280223799581	4.6741303614366	0.0306202019892203	0.111288596195304	1.51399194876139	"FALSE"	1591	24
"ASV_02007"	"ASV_02007"	2475	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pallens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens"	-0.70428812617059	9.47587480149177	4.61304413705476	0.0317296600372133	0.114531033148023	1.49853458105916	"FALSE"	2410	28
"ASV_18257"	"ASV_18257"	10642	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.46020625182533	12.0476342452577	4.4607335103982	0.0346826013485628	0.124338305514915	1.45988833596638	"FALSE"	10629	86
"ASV_05552"	"ASV_05552"	20337	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-1.12337439771526	12.2570129313948	4.43295133074858	0.035251502143371	0.125222330092477	1.45282237204344	"FALSE"	18712	113
"ASV_19285"	"ASV_19285"	2729	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	1.60774854631994	10.0370652602912	4.42556374321146	0.0354044159084992	0.125222330092477	1.45094256607909	"FALSE"	2729	41
"ASV_06892"	"ASV_06892"	1535	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	0.585537954945632	8.68361493738687	4.32119168793625	0.0376405531272088	0.132243809986927	1.42434400324878	"FALSE"	1450	24
"ASV_09075"	"ASV_09075"	4362	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Peptostreptococcus"	"Peptostreptococcus anaerobius"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus anaerobius"	-1.31158985454478	10.4120238673212	4.28537371318674	0.0384416308027292	0.134163837304889	1.41519819661215	"FALSE"	4362	71
"ASV_09424"	"ASV_09424"	13929	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.55855400544755	12.0599089788089	4.24822737748866	0.0392913219723256	0.136227149206681	1.40570335892992	"FALSE"	13484	85
"ASV_17357"	"ASV_17357"	2708	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.780187636297779	9.60724183812277	4.20048587162954	0.0404123989454943	0.13919826303448	1.39348536836787	"FALSE"	2708	34
"ASV_11206"	"ASV_11206"	1969	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Dialister"	"Dialister invisus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister invisus"	-1.00839979153834	8.9317797142463	4.16872285285505	0.0411768274467404	0.140853784544567	1.38534711753954	"FALSE"	1534	30
"ASV_14124"	"ASV_14124"	2332	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-1.3314697089307	9.64419676990589	4.15843832350764	0.0414275836895785	0.140853784544567	1.38271039667722	"FALSE"	2320	37
"ASV_17009"	"ASV_17009"	3320	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-1.41066668440658	9.90186137036267	4.04725023400978	0.044243356813967	0.147791269265103	1.35415192983906	"FALSE"	3320	34
"ASV_18547"	"ASV_18547"	5651	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	1.28276511395473	10.8765706982081	4.04487107598757	0.0443057628065102	0.147791269265103	1.35353978185153	"FALSE"	5651	62
"ASV_16673"	"ASV_16673"	1333	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas gingivalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis"	-0.754833303692717	9.23210387190131	4.04213984949477	0.0443775179053153	0.147791269265103	1.35283699210334	"FALSE"	1333	24
"ASV_15479"	"ASV_15479"	2343	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pallens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens"	-1.15734093674489	9.28974064917505	4.03408777628619	0.0445897757365301	0.147791269265103	1.35076471192114	"FALSE"	2312	32
"ASV_01915"	"ASV_01915"	2117	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella intermedia"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia"	-1.22216383067551	9.34313065133061	4.01962013003022	0.0449738421895519	0.148132592711837	1.34704000835286	"FALSE"	2017	24
"ASV_18255"	"ASV_18255"	7227	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.3432239776621	11.2655628676087	3.96639900815649	0.0464169359448958	0.151695062132936	1.3333235313972	"FALSE"	7178	62
"ASV_18513"	"ASV_18513"	1604	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	1.52306103908763	9.10758455565702	3.9586488061889	0.0466311196689482	0.151695062132936	1.33132415649044	"FALSE"	1604	25
"ASV_18343"	"ASV_18343"	2439	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-2.33886257100251	10.019527725085	3.93013319947581	0.0474281875921564	0.152987754686555	1.32396347104209	"FALSE"	2427	24
"ASV_19024"	"ASV_19024"	1595	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.922505098519405	8.60242094067653	3.92373158803016	0.0476090925400284	0.152987754686555	1.32231009637918	"FALSE"	1595	27
"ASV_17379"	"ASV_17379"	1877	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.898325561876842	9.06722542532181	3.85224441348005	0.0496794697226757	0.158673215417273	1.30382304845436	"FALSE"	1855	28
"ASV_19289"	"ASV_19289"	7024	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	1.52779763821334	10.7106205603118	3.73833736647926	0.053177334629546	0.168822020179342	1.27427343429835	"FALSE"	7024	55
"ASV_16982"	"ASV_16982"	2595	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	NA	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae"	-1.5822288712842	9.94909579674346	3.72651022360873	0.0535551764396832	0.169003460980318	1.27119854555032	"FALSE"	2595	31
"ASV_13568"	"ASV_13568"	1688	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia"	0.728398346009299	8.77440503092668	3.60541139998131	0.0575918176665756	0.180370488656838	1.23963921440105	"FALSE"	1681	24
"ASV_19263"	"ASV_19263"	1977	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-1.77035576578179	9.32758534685796	3.59821144259192	0.0578417696072212	0.180370488656838	1.23775842873401	"FALSE"	1957	27
"ASV_05550"	"ASV_05550"	4716	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-1.05426693342309	9.94544864297232	3.58754414300985	0.0582142134134571	0.180464061581717	1.23497096632254	"FALSE"	4395	23
"ASV_14292"	"ASV_14292"	14318	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.735608554345075	11.5925525546772	3.55395521403779	0.0594036936805908	0.183074541343107	1.22618655004869	"FALSE"	13445	67
"ASV_01856"	"ASV_01856"	2828	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	1.03642508927227	9.5627922717383	3.54359959379399	0.0597756059055965	0.183149676234008	1.2234760130353	"FALSE"	2639	39
"ASV_10882"	"ASV_10882"	1906	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	1.59789844882537	9.366153669499	3.53065602877977	0.0602439471676173	0.183517688770719	1.22008658101459	"FALSE"	1866	23
"ASV_11209"	"ASV_11209"	3588	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Dialister"	"Dialister invisus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister invisus"	-1.33153324307367	9.46982052380489	3.50633016155642	0.0611347340759375	0.18516094745988	1.213711972549	"FALSE"	1677	35
"ASV_04113"	"ASV_04113"	2035	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	1.32027760749943	9.08380038815286	3.47110119480944	0.0624497239727945	0.188062883049501	1.20446947686322	"FALSE"	2021	24
"ASV_19907"	"ASV_19907"	2910	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-1.40680442589878	9.91872799789309	3.43254768493607	0.0639234196105553	0.190469531794647	1.19434000030436	"FALSE"	2910	35
"ASV_11762"	"ASV_11762"	6074	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	1.06490163175294	10.4453312551644	3.43129965664123	0.0639717402801755	0.190469531794647	1.19401183462249	"FALSE"	5735	58
"ASV_09423"	"ASV_09423"	12910	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.36900627687754	11.6529582447723	3.3743712139397	0.0662178431715033	0.196049457030237	1.17902496906823	"FALSE"	12452	61
"ASV_02404"	"ASV_02404"	1305	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella shahii"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella shahii"	0.650148943686971	8.46105233955555	3.2989020089932	0.0693262088512881	0.203449366943539	1.15910254882739	"FALSE"	1305	23
"ASV_19254"	"ASV_19254"	1853	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	1.11722867291657	9.51096852533414	3.29504160995111	0.0694893473431444	0.203449366943539	1.15808176727582	"FALSE"	1842	32
"ASV_05551"	"ASV_05551"	18960	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-1.08192569457389	12.2607403972321	3.22251626284839	0.0726319009748276	0.211475203390796	1.13887258901947	"FALSE"	17659	111
"ASV_02133"	"ASV_02133"	3719	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella tannerae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae"	-1.59910055917847	10.0978051303921	3.21241146418353	0.0730816998589843	0.211521550510894	1.13619135963927	"FALSE"	3602	54
"ASV_14298"	"ASV_14298"	9905	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.543325958812529	10.774165065653	3.20417469290635	0.0734505573880334	0.211521550510894	1.13400490416741	"FALSE"	9043	30
"ASV_01783"	"ASV_01783"	18276	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.843227555179819	11.9164535226346	3.16237048763503	0.0753536918611994	0.215822802232892	1.12289546510557	"FALSE"	17389	89
"ASV_09554"	"ASV_09554"	13575	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.13513833516808	12.1293915979518	3.15006147348302	0.0759241026270952	0.216281092348536	1.1196203324542	"FALSE"	13215	113
"ASV_18555"	"ASV_18555"	3776	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	1.23606306358172	9.71511262395969	3.10774099346459	0.0779209653877586	0.220776068598649	1.10834567548289	"FALSE"	3761	41
"ASV_02004"	"ASV_02004"	6833	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pallens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens"	-0.953776201158251	10.5146561196493	3.09146653974528	0.0787038456338942	0.221801746786429	1.10400404658915	"FALSE"	6504	80
"ASV_18554"	"ASV_18554"	10314	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	1.14343035974214	11.3805594753619	3.07247090611065	0.0796283563287989	0.22321353077275	1.0989322487934	"FALSE"	10249	83
"ASV_12104"	"ASV_12104"	1323	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas"	-0.57454363989547	8.69132591502952	3.04749931396915	0.0808615602214349	0.225471122945482	1.0922578832222	"FALSE"	1296	23
"ASV_04107"	"ASV_04107"	3712	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	-0.771638637932625	9.70341853722781	2.96972333388752	0.0848363621756945	0.235309278245216	1.07141796251397	"FALSE"	3709	43
"ASV_18340"	"ASV_18340"	3265	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.3168503343244	9.83218524031206	2.95447927260925	0.085639889765469	0.236294355530901	1.06732390039534	"FALSE"	3265	36
"ASV_19201"	"ASV_19201"	4075	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.970472015484254	10.1566016630133	2.94318652746276	0.0862404474802062	0.236712061573274	1.06428899870557	"FALSE"	4075	37
"ASV_10890"	"ASV_10890"	49217	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.547942192468786	13.8197645510146	2.90231713190195	0.0884523205192135	0.241250940497293	1.05329076902368	"FALSE"	45539	270
"ASV_06665"	"ASV_06665"	3153	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii"	-0.713206101218815	9.26383178642412	2.89581875257296	0.0888096441299331	0.241250940497293	1.05153987020125	"FALSE"	2855	36
"ASV_10560"	"ASV_10560"	1665	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaeroglobus"	"Anaeroglobus geminatus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus"	-0.98699876385448	8.49304465551748	2.83965913118421	0.0919637208634996	0.244861336957248	1.03638346543892	"FALSE"	1625	23
"ASV_09392"	"ASV_09392"	2043	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	NA	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae"	-1.00142948401821	8.81745919022725	2.82824517460445	0.0926195132337494	0.244861336957248	1.0332975057914	"FALSE"	2043	25
"ASV_15348"	"ASV_15348"	1995	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	0.718162679423543	9.24178257606753	2.82797972471896	0.0926348250763633	0.244861336957248	1.03322571423358	"FALSE"	1869	29
"ASV_11317"	"ASV_11317"	4415	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-1.7006225207631	10.0087953973968	2.82384625516333	0.0928736097060551	0.244861336957248	1.03210767445891	"FALSE"	4256	46
"ASV_09916"	"ASV_09916"	46834	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.733150728842389	13.5322878589327	2.81548756168718	0.0933585266186997	0.244861336957248	1.02984601093031	"FALSE"	44639	192
"ASV_11185"	"ASV_11185"	7463	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.2735439343775	10.5583539681861	2.81496162396378	0.0933891300141179	0.244861336957248	1.02970367033963	"FALSE"	7354	47
"ASV_03520"	"ASV_03520"	1378	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas endodontalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas endodontalis"	1.01571602163876	8.8640870003418	2.81492715459775	0.093391136107034	0.244861336957248	1.02969434135535	"FALSE"	1378	25
"ASV_12539"	"ASV_12539"	1864	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Abiotrophia"	"Abiotrophia defectiva"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;Abiotrophia defectiva"	-1.08964177311781	8.77911580511816	2.78321045244621	0.0952570464831962	0.248517146022992	1.0211028882447	"FALSE"	1723	29
"ASV_15331"	"ASV_15331"	2975	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	1.24094550917493	9.93822819363778	2.76364940182224	0.096428040407727	0.250332893078188	1.01579665879864	"FALSE"	2975	41
"ASV_07311"	"ASV_07311"	4257	"Bacteria"	"PHY_Coriobacteriia"	"Coriobacteriia"	"Coriobacteriales"	"Atopobacteriaceae"	"Atopobium"	"Atopobium rimae"	"Bacteria;PHY_Coriobacteriia;Coriobacteriia;Coriobacteriales;Atopobacteriaceae;Atopobium;Atopobium rimae"	-0.852344687826953	9.79427420466648	2.71852000025457	0.0991899473891029	0.256240697421849	1.00353234009042	"FALSE"	3958	54
"ASV_01703"	"ASV_01703"	2768	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.809311654936477	9.53839825058065	2.67204073517716	0.102124998781056	0.262124417495788	0.990867935643183	"FALSE"	2579	24
"ASV_19142"	"ASV_19142"	35036	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.89463563118999	13.0390734365689	2.65954098551549	0.102930434246855	0.262124417495788	0.987456195002118	"FALSE"	34787	130
"ASV_19032"	"ASV_19032"	5552	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.00606599269966	10.6689872785313	2.65908903923699	0.102959685809541	0.262124417495788	0.987332791389128	"FALSE"	5404	75
"ASV_11310"	"ASV_11310"	6776	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-1.25681929986245	10.6944286200647	2.64617939193099	0.103799097865334	0.26281033752744	0.983806420994401	"FALSE"	6022	59
"ASV_18964"	"ASV_18964"	3841	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.44630333119466	10.0226122119773	2.63262022685664	0.104688818897712	0.26281033752744	0.980099699890675	"FALSE"	3771	33
"ASV_19389"	"ASV_19389"	5689	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	-0.994530442769522	11.2641580943037	2.63206874934139	0.104725181936931	0.26281033752744	0.979948876475109	"FALSE"	5689	83
"ASV_05514"	"ASV_05514"	5640	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	NA	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae"	-1.54164896297352	10.5007179199362	2.60322548566653	0.106646469422216	0.266363456803354	0.972053517484406	"FALSE"	5640	47
"ASV_10972"	"ASV_10972"	5747	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.0742771303946	10.2753656565329	2.54193590807068	0.110858788868756	0.274478171835092	0.95522987038084	"FALSE"	5562	73
"ASV_18594"	"ASV_18594"	2626	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	1.43698356413483	9.59047195637907	2.54082086967016	0.110937097914373	0.274478171835092	0.954923199339273	"FALSE"	2557	30
"ASV_06800"	"ASV_06800"	1654	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-0.997585942357265	8.62453949519541	2.53259033298369	0.111517014133728	0.274623674992873	0.952658867318209	"FALSE"	1654	26
